,పేరు,పుస్తకం,రకం,ప్రచురణ తేది
2193,పుల్లాభట్ల వెంకటేశ్వర్లు,వెన్నెల కిరణాలు,కథా సంపుటం,1990-01-01
2194,చింతా అప్పల్నాయుడు,నకజనకరి..,కథా సంపుటం,2011-07-01
2195,బుక్కపట్నం తిరుమల రామానుజం,ఎన్నెస్ కోసం,కథా సంపుటం,1998-01-01
2196,ముద్దు వెంకటరమణారావు,రమణీయం,కథా సంపుటం,2004-12-01
2197,సి వేదవతి,ప్రశ్న,కథా సంపుటం,2006-01-01
2198,సి వేదవతి,శృంగార లహరి,కథా సంపుటం,1994-01-01
2199,మందడి కృష్ణారెడ్డి,మందడి కథలు,కథా సంపుటం,1991-01-01
2200,ఎమ్ ఎస్ ఆచార్య,సమర సుందరి,కథా సంపుటం,1960-01-01
2201,శ్రీ విరించి,అర్ధం(విరించి),కథా సంపుటం,1994-01-01
2202,శ్రీ విరించి,కనకపు గట్టు,కథా సంపుటం,1996-01-01
2203,శ్రీ విరించి,కారని కన్నీరు,కథా సంపుటం,1994-01-01
2204,శ్రీ విరించి,కాలం కొలవని మనిషి (9 సంపుటి),కథా సంపుటం,2010-12-01
2205,శ్రీ విరించి,కొత్త నక్షత్రం,కథా సంపుటం,1982-01-01
2206,శ్రీ విరించి,కొలను (8సంపుటి),కథా సంపుటం,2010-12-01
2207,శ్రీ విరించి,గంధపుచుక్క,కథా సంపుటం,2000-01-01
2208,శ్రీ విరించి,నిధి చాల సుఖమా,కథా సంపుటం,2004-01-01
2209,శ్రీ విరించి,పడిలేచే కడలితరంగాలు,కథా సంపుటం,2008-12-01
2210,శ్రీ విరించి,పద్మపత్రం(10 సంపుటి),కథా సంపుటం,2011-01-01
2211,శ్రీ విరించి,మధ్యమావతి,కథా సంపుటం,1982-01-01
2212,శ్రీ విరించి,మెట్లులేని నిచ్చెన,కథా సంపుటం,1994-01-01
2213,కె ఎస్ ఆనంద్,అగ్రహారం కథలు,కథా సంపుటం,2008-01-01
2214,ఎలికట్టె శంకర్ రావు,ఉనికిపాట్లు,కథా సంపుటం,2007-01-01
2215,ఎలికట్టె శంకర్ రావు,జారుడుబండ,కథా సంపుటం,2005-05-29
2216,ఎలికట్టె శంకర్ రావు,దుబ్బచెలక,కథా సంపుటం,2010-10-01
2217,ఎలికట్టె శంకర్ రావు,నల్లగొండ కథలు,కథా సంకలనం,2011-11-01
2218,మంతెన సూర్యనారాయణరాజు,ఆమె నవ్వింది,కథా సంపుటం,1981-01-01
2219,మంతెన సూర్యనారాయణరాజు,కాఫీమజిలీ కథలు,కథా సంపుటం,2008-01-01
2220,మంతెన సూర్యనారాయణరాజు,జీడికి బంటెవరోయ్,కథా సంపుటం,1999-01-01
2221,తిరుమూరు సుధాకరరెడ్డి,తలపుల తొలకరి,కథా సంపుటం,1976-01-01
2222,పొన్నా లీలాదేవి,లీలా కథామాలిక,కథా సంపుటం,1999-01-01
2223,కసిరెడ్డి కస్తూరి,అలక,కథా సంపుటం,1976-01-01
2224,సనగరం పార్థసారథి,పార్ధసారధి కధలు,కథా సంపుటం,1982-01-01
2225,సనగరం పార్థసారథి,మాట్లాడని మల్లెమోగ్గ,కథా సంపుటం,2007-10-01
2226,రాచపూటి రమేష్,అందమైన అబద్ధం,కథా సంపుటం,2006-01-01
2227,రాచపూటి రమేష్,గాలి గోపురం,కథా సంపుటం,2007-01-01
2228,రాచపూటి రమేష్,నిర్ణయం,కథా సంపుటం,2011-11-01
2229,రాచపూటి రమేష్,వలయం,కథా సంపుటం,2013-11-01
2230,నరేష్ నున్నా,తేరానామ్ ఏక్ సహార్,కథా సంపుటం,2011-11-01
2231,తారామూర్తి,కథావనం,కథా సంపుటం,2007-01-01
2232,జూపాక సుభద్ర,నల్లరేగటి సాలు,కథా సంకలనం,2006-01-01
2233,టి ఆర్ శేషాద్రి,ప్రియే చారులతే,కథా సంపుటం,1992-01-01
2234,నేరెళ్ల శ్రీనివాసగౌడ్,పేదోళ్లబతుకులు,కథా సంపుటం,2006-01-01
2235,విహారి & శాలివాహన,పళ్లచక్రం,కథా సంపుటం,1972-01-01
2236,విహారి & శాలివాహన,శిలలో సెలయేరు,కథా సంపుటం,1976-01-01
2237,విహారి & శాలివాహన,సాగర సంగీతం,కథా సంపుటం,1964-12-01
2238,ఎమ్ సూర్యప్రసాదరావు,దీక్ష,కథా సంపుటం,2012-06-01
2239,ఎస్ వి సత్యనారాయణ,గ్లోబలైజేషన్ కథలు,కథా సంకలనం,2003-03-01
2240,కె వివేకానందమూర్తి,కె. వివేకానందమూర్తి కథలు,కథా సంపుటం,2005-01-01
2241,కె వివేకానందమూర్తి,నీలవేణి,కథా సంపుటం,1977-01-01
2242,కొత్తపల్లి బంగార్రాజు,నా(నాటి)కఛలు,కథా సంపుటం,2000-01-01
2243,తలమర్ల కళానిధి,కథానిధి కథాలహరి,కథా సంపుటం,1998-01-01
2244,సోమంచి ఉషారాణి,సాలోచన,కథా సంపుటం,2007-01-01
2245,సోమంచి ఉషారాణి,సోమంచి ఉషారాణి కథలు,కథా సంపుటం,1999-01-01
2246,శ్రీ సుభా,శ్రీసుభాకథలు,కథా సంపుటం,2009-02-01
2247,గుళ్లపల్లి సుందరమ్మ,సుడిగాలి,కథా సంపుటం,1964-01-01
2248,గంటి భానుమతి,ఇదే ధర్మమా,కథా సంపుటం,2006-01-01
2249,గంటి భానుమతి,ఎంతసుధీర్ఘమీ...,కథా సంపుటం,2006-01-01
2250,గంటి భానుమతి,జీవన పోరాటం,కథా సంపుటం,2008-12-01
2251,గంటి భానుమతి,స్వాభిమానం,కథా సంపుటం,2010-12-01
2252,పచ్చిపులుసు వెంకటేశ్వర్లు,శరతల్పం,కథా సంపుటం,1986-01-01
2253,ఆదూరి వెంకటసీతారామమూర్తి,అదిగో పులి,కథా సంపుటం,1977-01-01
2254,ఆదూరి వెంకటసీతారామమూర్తి,ఆత్మధృతి,కథా సంపుటం,2003-01-01
2255,ఆదూరి వెంకటసీతారామమూర్తి,ఉత్సవ కానుక,కథా సంపుటం,2007-04-01
2256,ఆదూరి వెంకటసీతారామమూర్తి,వర్ణచిత్రం,కథా సంపుటం,1990-01-01
2257,ఆదూరి వెంకటసీతారామమూర్తి,వెన్నెల్లో పావురాళ్లు,కథా సంపుటం,1986-01-01
2258,కమలాకాంత్,జీవితంలో మలుపు,కథా సంపుటం,1972-11-01
2259,కమలాకాంత్,బొమ్మ బొరుసు,కథా సంపుటం,1965-11-01
2260,అంబల్ల జనార్దన్,అంబల్ల జనార్దన్ కథలు,కథా సంపుటం,2004-01-01
2261,అంబల్ల జనార్దన్,బొంబాయి కథలు,కథా సంపుటం,1998-01-01
2262,అంబల్ల జనార్దన్,బొమ్మవెనుక,కథా సంపుటం,2009-01-01
2263,అంబల్ల జనార్దన్,మలుపులు,కథా సంపుటం,2015-01-01
2264,కాండూరి సీతారామచంద్రమూర్తి,అల్పసంతోషి,కథా సంపుటం,2012-02-01
2265,వి ఆర్ భావరాజు,కథావినోదం(భావరాజు),కథా సంపుటం,1959-01-01
2266,కన్నెగంటి చంద్రశేఖరరావు,మూడో ముద్రణ,కథా సంపుటం,2012-01-01
2267,దోరవేటి వుప్పరి చెన్నయ్య,అమృతఝరి,కథా సంపుటం,1999-01-01
2268,దోరవేటి వుప్పరి చెన్నయ్య,కానుక,కథా సంపుటం,2005-10-01
2269,దోరవేటి వుప్పరి చెన్నయ్య,కాపాడే దేవతలు,కథా సంపుటం,2003-01-01
2270,దోరవేటి వుప్పరి చెన్నయ్య,జెరజూస్కో,కథా సంపుటం,2000-01-01
2271,దోరవేటి వుప్పరి చెన్నయ్య,నాన్నకు జేజే,కథా సంపుటం,2004-01-01
2272,దోరవేటి వుప్పరి చెన్నయ్య,సంబంధం,కథా సంపుటం,2007-01-01
2273,చింతపెంట కమల,దేవుళ్లతీరు మనుషుల జోరు,కథా సంపుటం,2003-01-01
2274,చింతపెంట కమల,బామ్మగారి బల్లమంచం,కథా సంపుటం,2010-05-01
2275,పైడిపాటి సుబ్బరామశాస్త్రి,నీలం,కథా సంపుటం,1943-01-01
2276,పైడిపాటి సుబ్బరామశాస్త్రి,మేనరికం,కథా సంపుటం,1979-01-01
2277,ఎ వి ఎల్ నరసింహారావు,చివరికేమౌతుందో,కథా సంపుటం,1963-01-01
2278,సూరంపూడి విశ్వం,హాస్యకథలు,కథా సంపుటం,2005-04-01
2279,పి రామకృష్ణారెడ్డి,పెన్నేటి కతలు,కథా సంపుటం,1989-01-01
2280,పి రామకృష్ణారెడ్డి,మనిషీ పశువు,కథా సంపుటం,1997-01-01
2281,ఖండవిల్లి సాంబశివరావు,శ్రీమతి శ్రీవారు,కథా సంపుటం,1964-01-01
2282,అరవింద,అరవింద కథలు,కథా సంపుటం,1999-01-01
2283,అరవింద,అరవింద కథలు,కథా సంపుటం,2002-01-01
2284,అరవింద,నీరజ పెళ్లి,కథా సంపుటం,2015-07-01
2285,పిశుపాటి కామేశ్వరి జయలక్ష్మి,కథాషోడశి,కథా సంపుటం,2007-01-01
2286,పిశుపాటి కామేశ్వరి జయలక్ష్మి,కథాషోడశి,కథా సంపుటం,2007-10-01
2287,ఆదివిష్ణు విఘ్నేశ్వరరావు,ఉద్యోగం,కథా సంపుటం,1967-11-01
2288,ఆదివిష్ణు విఘ్నేశ్వరరావు,కథలు పది,కథా సంపుటం,1965-01-01
2289,ఆదివిష్ణు విఘ్నేశ్వరరావు,కలెక్టరూ క్షమించు,కథా సంపుటం,1967-01-01
2290,ఆదివిష్ణు విఘ్నేశ్వరరావు,నీలాంటి ఒకరు,కథా సంపుటం,1975-01-01
2291,ఆదివిష్ణు విఘ్నేశ్వరరావు,సరిగమలు,కథా సంపుటం,1984-01-01
2292,వుప్పల నరసింహం,ఎర్రలైటు,కథా సంపుటం,1994-01-01
2293,వుప్పల నరసింహం,కథావేదిక 1వ వార్షికోత్సవం,కథా సంకలనం,1992-01-01
2294,వుప్పల నరసింహం,కథావేదిక 4వ వార్షికోత్సవం,కథా సంకలనం,1996-01-01
2295,వుప్పల నరసింహం,తిరగబడ్డ భూమి,కథా సంపుటం,1984-01-01
2296,వుప్పల నరసింహం,ముద్ర,కథా సంపుటం,1989-01-01
2297,పోలాప్రగడ సత్యనారాయణమూర్తి,తమసోమా జ్యోతిర్గమయ,కథా సంపుటం,1965-01-01
2298,పోలాప్రగడ సత్యనారాయణమూర్తి,నవ్వాలను కొంటె కథలు,కథా సంపుటం,1997-01-01
2299,పోలాప్రగడ సత్యనారాయణమూర్తి,పోలాప్రగడ సత్యనారాయణమూర్తి కథలు,కథా సంపుటం,2003-01-01
2300,పోలాప్రగడ సత్యనారాయణమూర్తి,సందులో మందారం,కథా సంపుటం,1976-01-01
2301,అల్లూరి గౌరీలక్ష్మి,మనోచిత్రం,కథా సంపుటం,1997-01-01
2302,అల్లూరి గౌరీలక్ష్మి,వసంతకోకిల,కథా సంపుటం,2003-01-01
2303,వి వాణీ మోహన్,తరంగాలు,కథా సంపుటం,2013-01-01
2304,వుప్పల రాజామణి,మాతృమూర్తి,కథా సంపుటం,1976-01-01
2305,గణపతిరాజు అచ్యుతరామరాజు,అభ్యాసం,కదంబం,2001-01-01
2306,గణపతిరాజు అచ్యుతరామరాజు,మున్నీ,కథా సంపుటం,1986-01-01
2307,శ్రీకారం రామ్మోహన్,శ్రీకారం కథావాహిని,కథా సంపుటం,2000-01-01
2308,కూతురు రాంరెడ్డి,కొత్తచివుళ్లు,కథా సంపుటం,2007-01-01
2309,కూతురు రాంరెడ్డి,జారుడు బండలు,కథా సంపుటం,2011-01-01
2310,దూరి వెంకటరావు,అవార్డ్,కథా సంపుటం,2007-01-01
2311,దూరి వెంకటరావు,ఆత్మీయత,కథా సంపుటం,2003-01-01
2312,దూరి వెంకటరావు,ఆశల దీపం,కథా సంపుటం,1994-01-01
2313,దూరి వెంకటరావు,బహుమతి(దూరి),కథా సంపుటం,2001-01-01
2314,దూరి వెంకటరావు,మల్లేశు మంగతాయారు,కథా సంపుటం,2012-02-01
2315,ఇంద్రగంటి శ్రీకాంతశర్మ,అమెరికా తెలుగు కథ 1,కథా సంకలనం,2002-02-01
2316,కనుపర్తి వరలక్ష్మమ్మ,కన్యాశ్రమము,కథా సంపుటం,1965-01-01
2317,కనుపర్తి వరలక్ష్మమ్మ,సప్తపది,కథా సంకలనం,1963-01-01
2318,రాజేంద్ర,భిన్నగతులు,కథా సంపుటం,1961-01-01
2319,రాజేంద్ర,మల్లెపువ్వు(రాజేంద్ర),కథా సంపుటం,1965-01-01
2320,నాగభూషణమ్,సొగసులేని మనసు,కథా సంపుటం,2007-09-01
2321,తెన్నేటి సూరి,మహోదయం,కథా సంపుటం,1959-01-01
2322,తెన్నేటి సూరి,సాహితీ మహోదయం,కథా సంపుటం,1993-01-01
2323,తెన్నేటి సూరి,సుబ్హలక్ష్మి కథలు,కథా సంపుటం,1948-01-01
2324,పి నాసరయ్య,ఈ పోరాటం ఆగదు,కథా సంపుటం,1992-01-01
2325,బోళ్ల ఆగయ్య,ఏరిన విరులు,కథా సంపుటం,1974-01-01
2326,బోళ్ల ఆగయ్య,బి. ఆగరాజు కథలు,కథా సంపుటం,2006-01-01
2327,రాఘవ,పున్నాగ వరాళి,కథా సంపుటం,1965-12-01
2328,రాఘవ,రాగమయి,కథా సంపుటం,1970-01-01
2329,రాఘవ,రాగవర్ధని,కథా సంపుటం,1966-01-01
2330,రాఘవ,వరుణధార,కథా సంపుటం,1965-09-01
2331,రాఘవ,శ్రావణ సుందరి,కథా సంపుటం,1966-01-01
2332,మల్లవరపు విజయలక్ష్మి,శిరీషం,కథా సంపుటం,2006-01-01
2333,వంగా నరసయ్య,అరుణోదయం(వంగా),కథా సంపుటం,2000-01-01
2334,సి వేణు,నవ్విన ధాన్యరాశి,కథా సంపుటం,1970-01-01
2335,సి జయపాల్ రెడ్డి,స్వాప్నికుడు,కథా సంపుటం,2005-01-01
2336,అయ్యగారి శ్రీనివాసరావు,అడవి పూలు,కథా సంపుటం,2004-01-01
2337,అయ్యగారి శ్రీనివాసరావు,ఒకరికి ఒకరై,కథా సంపుటం,2011-02-01
2338,అయ్యగారి శ్రీనివాసరావు,తొలిమొలకలు,కథా సంపుటం,2009-02-01
2339,అయ్యగారి శ్రీనివాసరావు,వెలుగుకు వెనుక,కథా సంపుటం,2006-01-01
2340,మాదిరెడ్డి సులోచన,మాదిరెడ్డి సులోచన కథలు,కథా సంపుటం,1975-01-01
2341,తుడిమెల్ల కృష్ణమూర్తి,అడ్డదారులు,కథా సంపుటం,2006-01-01
2342,తుడిమెల్ల కృష్ణమూర్తి,ఈగాలి నాది,కథా సంపుటం,2010-08-15
2343,తుడిమెల్ల కృష్ణమూర్తి,ఘటోద్గజపురం గాథలు,కథా సంపుటం,2011-05-01
2344,తుడిమెల్ల కృష్ణమూర్తి,టి.ఎస్.ఎ. కథ 2012,కథా సంపుటం,2013-04-01
2345,తుడిమెల్ల కృష్ణమూర్తి,టి.ఎస్.ఎ.కృష్ణమూర్తి కథలు,కథా సంపుటం,2003-01-01
2346,తుడిమెల్ల కృష్ణమూర్తి,దృశ్యకావ్యం,కథా సంపుటం,2012-01-01
2347,కప్పగంతుల మల్లికార్జునరావు,కత్తుల పంజరం,కథా సంపుటం,1985-01-01
2348,కప్పగంతుల మల్లికార్జునరావు,కప్పగంతుల మల్లికార్జునరావు కథలు 2,కథా సంపుటం,1995-01-01
2349,కప్పగంతుల మల్లికార్జునరావు,కప్పగంతుల మల్లికార్జునరావు కథలు 3,కథా సంపుటం,1996-01-01
2350,వి వీరాచారి,సమిధలు(వీరా),కథా సంపుటం,2008-08-17
2351,కోడూరి శ్రీరామమూర్తి,తెరతీయగరాదా,కథా సంపుటం,2008-02-01
2352,భమిడిపాటి కృష్ణమూర్తి,అనంతం(భ.కృ),కథా సంపుటం,1993-01-01
2353,భమిడిపాటి కృష్ణమూర్తి,అనుభవానికి ఆవల,కథా సంపుటం,2008-12-01
2354,పోణంగి శ్రీరామ అప్పారావు,వేణువు,కథా సంపుటం,1952-01-01
2355,ఎమ్ భండారి,ధన్య(జ్) ఈవులు,కథా సంపుటం,1997-01-01
2356,మంగళ కందూర్,కథలు కాకరకాయలు(మంగళ),కథా సంపుటం,1998-06-01
2357,తురగా (ఎమ్) జానకీరాణి,ఎర్ర గులాబీలు,కథా సంపుటం,1970-01-01
2358,తురగా (ఎమ్) జానకీరాణి,తురగా జానకీరాణి కథలు,కథా సంపుటం,1963-01-01
2359,తురగా (ఎమ్) జానకీరాణి,నవ్వని పువ్వు,కథా సంపుటం,1988-01-01
2360,లోగిశ వెంకటరమణ,యుగధర్మం(ఇందూ),కథా సంపుటం,2008-02-01
2361,నందుల సుశీలాదేవి,శరన్మేఘం,కథా సంపుటం,2003-01-01
2362,గొల్లపూడి మారుతీరావు,గొల్లపూడి మారుతీరావు కథలు,కథా సంపుటం,1999-09-01
2363,గొల్లపూడి మారుతీరావు,రోమన్ హాలిడే,కథా సంపుటం,1970-01-01
2364,ఎస్ వివేకానంద,కామెడీ కథలు,కథా సంపుటం,2012-09-01
2365,ఎస్ వివేకానంద,కామెడీ కథలు,కథా సంపుటం,2009-10-01
2366,ఎస్ వివేకానంద,కార్యేషు భర్త,కథా సంపుటం,2010-06-01
2367,ఎస్ వివేకానంద,కోడళ్ల రాజ్యం,కథా సంపుటం,2009-10-01
2368,ఎస్ వివేకానంద,దయలేని పుత్రులు,కథా సంపుటం,2009-04-01
2369,ఎస్ వివేకానంద,పట్టం,కథా సంపుటం,1999-01-01
2370,ఎస్ వివేకానంద,భారతంలో స్త్రీ,కథా సంపుటం,1982-01-01
2371,ఎస్ వివేకానంద,భారత్ బంద్,కథా సంపుటం,2013-06-01
2372,ఎస్ వివేకానంద,మల్లెపువ్వు(వివేకా),కథా సంపుటం,1982-01-01
2373,ఎస్ వివేకానంద,మానినీ మానసం,కథా సంపుటం,1967-01-01
2374,ఎస్ వివేకానంద,మీసాల పిల్లి,కథా సంపుటం,2013-06-01
2375,ఎస్ వివేకానంద,సామాన్యుడి స్వర్గం,కథా సంపుటం,1978-01-01
2376,ఎస్ వివేకానంద,సారీ ఖరీదు,కథా సంపుటం,2010-06-01
2377,ఎస్ వివేకానంద,సుజాత,కథా సంపుటం,1981-01-01
2378,కందుకూరి అనంతం,కరుణకుమార కథలు,కథా సంపుటం,1984-01-01
2379,కందుకూరి అనంతం,సన్నజీవాలు,కథా సంపుటం,1961-01-01
2380,ఆచార్య తిరుమల,రాళ్లగాజులు,కథా సంపుటం,1968-01-01
2381,ఎన్ ఎస్ ప్రకాశరావు,ఎన్నెస్ కథలు,కథా సంపుటం,1988-01-01
2382,అందే మల్లిఖార్జునరావు,మమత మనుగడ,కథా సంపుటం,1976-01-01
2383,పోలాప్రగడ రాజ్యలక్ష్మి,అనుబంధాలు,కథా సంపుటం,2004-01-01
2384,పోలాప్రగడ రాజ్యలక్ష్మి,కొత్తవెలుగు,కథా సంపుటం,1995-01-01
2385,పోలాప్రగడ రాజ్యలక్ష్మి,చక్కెర బొమ్మ,కథా సంపుటం,1982-01-01
2386,పోలాప్రగడ రాజ్యలక్ష్మి,నింగీ-నేలా,కథా సంపుటం,1975-01-01
2387,పోలాప్రగడ రాజ్యలక్ష్మి,పోలాప్రగడ రాజ్యలక్ష్మి కథలు,కథా సంపుటం,1967-01-01
2388,పత్తిపాటి చంద్రశేఖర్,మాతృదేవోభవ,కథా సంపుటం,1997-01-01
2389,ఎన్ రామచంద్ర,కథానికా ప్రస్థానం,కథా సంపుటం,2005-01-01
2390,ఎన్ రామచంద్ర,దారి తప్పిన యాత్రికులు,కథా సంపుటం,2007-01-01
2391,ఎన్ రామచంద్ర,పగటి చుక్కలు,కథా సంపుటం,2006-01-01
2392,ఎన్ రామచంద్ర,మనిషి ఇంటు మనిషి,కథా సంపుటం,2011-01-01
2393,ఎన్ రామచంద్ర,మాపల్లె ముచ్చట్లు,కథా సంపుటం,2013-01-01
2394,ఎన్ రామచంద్ర,స్వప్నచారులు,కథా సంపుటం,2010-01-01
2395,పి దస్తగిరి విద్వాన్,అపధ్దమాడరాదు,కథా సంపుటం,1984-01-01
2396,పి దస్తగిరి విద్వాన్,భగీరధుడు,కథా సంపుటం,2011-11-01
2397,సుధామ,సంసారాలు,కదంబం,2001-01-01
2398,తల్లావఝ్ఝల శివశంకరశాస్త్రి,ఆంధ్ర కథామంజూష,కథా సంకలనం,1958-01-01
2399,రేగులపాటి కిషన్ రావు,ఇవన్నీ చదివితే చచ్చిపోమా,కథా సంపుటం,1982-01-01
2400,రేగులపాటి కిషన్ రావు,ఈతరం పెళ్లికూతురు,కథా సంపుటం,2013-01-01
2401,రేగులపాటి కిషన్ రావు,కథక చక్రవర్తి,కథా సంపుటం,2008-01-01
2402,రేగులపాటి కిషన్ రావు,సంస్కారం కథలు,కథా సంపుటం,2012-01-01
2403,చందూరి నాగేశ్వరరావు,అన్యాయం,కథా సంపుటం,1954-01-01
2404,చందూరి నాగేశ్వరరావు,ఎక్కడికి కమలా,కథా సంపుటం,1954-01-01
2405,చందూరి నాగేశ్వరరావు,కాఫీ మానెయ్యడం,కథా సంపుటం,1944-01-01
2406,చందూరి నాగేశ్వరరావు,నట్టింట దీపం,కథా సంపుటం,1954-01-01
2407,చందూరి నాగేశ్వరరావు,పూసల మేడ,కథా సంపుటం,1954-01-01
2408,చందూరి నాగేశ్వరరావు,భానుమూర్తి భార్య,కథా సంపుటం,1955-01-01
2409,చందూరి నాగేశ్వరరావు,మంగుళూరు మైల్,కథా సంపుటం,1954-01-01
2410,చందూరి నాగేశ్వరరావు,మనకీ ఒకకారు,కథా సంపుటం,1954-01-01
2411,చందూరి నాగేశ్వరరావు,మహాబలిపురం,కథా సంపుటం,1954-01-01
2412,చందూరి నాగేశ్వరరావు,రాధ నవ్వింది,కథా సంపుటం,1954-01-01
2413,చందూరి నాగేశ్వరరావు,సీతతో సినిమాకి,కథా సంపుటం,1945-01-01
2414,చందూరి నాగేశ్వరరావు,సీతాఫలాలు,కథా సంపుటం,1953-01-01
2415,బందలుప్పి అప్పారావు,రాగమయి,కథా సంపుటం,1973-07-01
2416,సురవరం ప్రతాపరెడ్డి,మొగలాయి కథలు 2,కథా సంపుటం,1941-01-01
2417,సురవరం ప్రతాపరెడ్డి,సురవరం ప్రతాపరెడ్డి కధలు,కథా సంపుటం,1987-01-01
2418,మాడభూషి రంగాచార్యులు,అమ్మ వెళ్లిపోయింది,కథా సంపుటం,2004-01-01
2419,శాంతి నారాయణ,ఇనుపగజ్జెల తల్లి,కథా సంకలనం,2004-01-01
2420,శాంతి నారాయణ,నమ్ముకున్న రాజ్యం,కథా సంపుటం,2004-01-01
2421,శాంతి నారాయణ,నాగల కట్టసుద్దులు,కథా సంపుటం,2004-01-01
2422,శాంతి నారాయణ,పల్లేరు ముళ్లు,కథా సంపుటం,1998-01-01
2423,శాంతి నారాయణ,రక్తపు ముద్ద పిలిచింది,కథా సంపుటం,1972-01-01
2424,రావిపల్లి నారాయణరావు,అభయం,కథా సంపుటం,2011-01-01
2425,రావిపల్లి నారాయణరావు,పెళ్లాడి ప్రేమించు,కథా సంపుటం,1999-01-01
2426,అంగర వెంకటకృష్ణారావు,కదిలే బొమ్మలు,కథా సంపుటం,1975-04-01
2427,పర్చా దుర్గాప్రసాదరావు,గెలుపు మనదే,కథా సంపుటం,1948-01-01
2428,వి చంద్రశేఖరరావు,జీవని(చంద్ర),కథా సంపుటం,1994-01-01
2429,వి చంద్రశేఖరరావు,మాయలాంతరు,కథా సంపుటం,1991-01-01
2430,వి చంద్రశేఖరరావు,లెనిన్ ప్లేస్,కథా సంపుటం,1998-01-01
2431,దొండపాటి దేవదాసు,ఆనురాగాల మర్మాలు,కథా సంపుటం,2008-09-01
2432,దొండపాటి దేవదాసు,దేవదాస్ కథలు,కథా సంపుటం,1995-01-01
2433,దొండపాటి దేవదాసు,మనకీ జీవితం చాలు,కథా సంపుటం,1976-01-01
2434,త్రిపుర,త్రిపుర కథలు,కథా సంపుటం,1999-01-01
2435,స్వర్ణరాజ హనుమంతరావు,అడవి పగడాలు,కథా సంపుటం,1962-01-01
2436,స్వర్ణరాజ హనుమంతరావు,అభినేత్రి,కథా సంపుటం,1960-01-01
2437,మైదం చంద్రశేఖర్,కథలు 12 చంద్ర,కథా సంకలనం,1974-04-01
2438,చలపాక ప్రకాష్,ప్రేమాభమానాలు,కథా సంపుటం,2010-11-01
2439,మల్లాది రామకృష్ణశాస్త్రి,కన్నడ,కథా సంపుటం,1945-01-01
2440,మల్లాది రామకృష్ణశాస్త్రి,చిత్రశాల,కథా సంపుటం,1965-02-01
2441,మల్లాది రామకృష్ణశాస్త్రి,చెంగల్వ,కథా సంపుటం,1965-02-01
2442,మల్లాది రామకృష్ణశాస్త్రి,దోదమ్మి,కథా సంపుటం,1963-10-01
2443,మల్లాది రామకృష్ణశాస్త్రి,పదకేళిక,కథా సంపుటం,1967-01-01
2444,మల్లాది రామకృష్ణశాస్త్రి,మత్తకోకిల,కథా సంపుటం,1964-12-01
2445,మల్లాది రామకృష్ణశాస్త్రి,మల్లాది రామకృష్ణశాస్త్రి కథలు 2,కథా సంపుటం,2000-08-01
2446,మల్లాది రామకృష్ణశాస్త్రి,మల్లాది రామకృష్ణశాస్త్రి కధలు,కథా సంపుటం,1999-10-01
2447,మల్లాది రామకృష్ణశాస్త్రి,మునిగోరింట,కథా సంపుటం,1960-01-01
2448,మల్లాది రామకృష్ణశాస్త్రి,రంగవల్లి,కథా సంపుటం,1979-01-01
2449,మల్లాది రామకృష్ణశాస్త్రి,రసమంజరి,కథా సంపుటం,1963-10-01
2450,మల్లాది రామకృష్ణశాస్త్రి,రామకృష్ణ శాస్త్రి కథలు,కథా సంపుటం,1960-01-01
2451,మల్లాది రామకృష్ణశాస్త్రి,రామకృష్ణ శాస్త్రి కథలు 1,కథా సంపుటం,1984-01-01
2452,మల్లాది రామకృష్ణశాస్త్రి,రామకృష్ణ శాస్త్రి కథలు 2,కథా సంపుటం,1985-01-01
2453,మల్లాది రామకృష్ణశాస్త్రి,రామకృష్ణ శాస్త్రి కథలు 3,కథా సంపుటం,1985-01-01
2454,మల్లాది రామకృష్ణశాస్త్రి,వనమాల,కథా సంపుటం,1963-10-01
2455,మల్లాది రామకృష్ణశాస్త్రి,స్వరమేళ,కథా సంపుటం,1963-10-01
2456,గంధం అనూరాధ,ప్రేమవాహిని,కథా సంపుటం,1998-01-01
2457,బసవరాజు రత్నకుమారి,కోడలు కథలు,కథా సంపుటం,1969-02-01
2458,ప్రసన్నకుమార్ సర్రాజు,ప్రసన్నకుమార్ సర్రాజు కథలు,కథా సంపుటం,1999-01-01
2459,ఎ శ్యామలారాణి,గాలివాన,కథా సంపుటం,1975-01-01
2460,రేగులపాటి విజయలక్ష్మి,అంతరించిన ఆదర్శాలు,కథా సంపుటం,2012-01-01
2461,రేగులపాటి విజయలక్ష్మి,పరిష్కారం(రేగులపాటి),కథా సంపుటం,2008-01-01
2462,రేగులపాటి విజయలక్ష్మి,మమకారం,కథా సంపుటం,2013-01-01
2463,పెరుగు రామకృష్ణ,కథాకేళి 2004,కథా సంకలనం,2004-01-01
2464,పింగళి రంగారావు,వినడానికో కథ,కథా సంపుటం,1969-01-01
2465,పింగళి రంగారావు,వినడానికో కధ,కథా సంపుటం,1969-01-01
2466,పుప్పాల కృష్ణమూర్తి,జీవిత చిత్రం,కథా సంపుటం,1993-01-01
2467,పుప్పాల కృష్ణమూర్తి,బుడిబుడికథలు,కథా సంపుటం,2004-01-01
2468,నాయుని కృష్ణమూర్తి,నాయుని కృష్ణమూర్తి కథలు,కథా సంపుటం,2011-05-01
